    1.00	   -8.00	   28.00	  -56.00	   70.00	  -56.00	   28.00	   -8.00	    1.00
   -8.00	   56.00	 -168.00	  280.00	 -280.00	  168.00	  -56.00	    8.00	    0.00
   28.00	 -168.00	  420.00	 -560.00	  420.00	 -168.00	   28.00	    0.00	    0.00
  -56.00	  280.00	 -560.00	  560.00	 -280.00	   56.00	    0.00	    0.00	    0.00
   70.00	 -280.00	  420.00	 -280.00	   70.00	    0.00	    0.00	    0.00	    0.00
  -56.00	  168.00	 -168.00	   56.00	    0.00	    0.00	    0.00	    0.00	    0.00
   28.00	  -56.00	   28.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
   -8.00	    8.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
    1.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00	    0.00
